Death Trash Language File		
#LocationBunker17Outside:	Outside	Снаружи
#LocationBunker17Inside:	Inside	Внутри
#LocationTutorialHubFacility:	Surface Integration Course	Курс подготовки к поверхности
#LocationTutorialHubCaves:	Caves	Пещеры
#LocationTutorialHubTemple:	Outside	Снаружи
#Recipe:	Recipe	Чертёж
#LocationOutside:	Outside	Снаружи
#LocationDungeon:	Dungeon	Подземелье
#Barkeeper:	Barkeeper	Бармен
#YouveReached:	You've reached	Вы достигли
#Screen:	Screen	Экран
#AskDeleteProfile:	Delete Profile?	Удалить профиль?
#Singleplayer:	Singleplayer	Одиночная игра
#ControllerPlusController:	Controller  |  Controller	Контроллер | Контроллер
#MousePlusController:	Mouse  |  Controller	Мышь | Контроллер
#ControllerPlusMouse:	Controller  |  Mouse	Контроллер | Мышь
#SwitchSides:	Switch sides	Поменяться сторонами
#SwitchCharacters:	Switch characters	Переключить персонажей
#LocationsVisited:	Locations visited	Посещено мест
#WorldMapEnterAgain:	Enter	Войти
#Campaign:	Death Trash	Death Trash
#CanBeSoldAtMerchants:	Can be sold at merchants	Можно продать торговцам
#CombatModeNotAvailableYet:	Combat mode is not available yet	Боевой режим пока недоступен
#YouHaveReachedEndOfDemo:	End Of Demo	Конец демоверсии
#YouHaveReachedEndOfGame:	You have reached the current end of the Early Access version.	Вы завершили текущую кампанию Раннего доступа.
#ReturnToMainMenuQuestion:	Return to Main Menu?	Вернуться в главное меню?
#ReturnToTitleScreenQuestion:	Return to Title Screen?	Вернуться на главный экран?
#ContinuePlayingFullGame:	Continue Campaign	Продолжить кампанию
#QuestItem:	Quest Item	Предмет задания
#TutorialNavigateToInventoryWithController:	Open Inventory {0}	Открыть инвентарь {0}
#TutorialNavigateToInventoryWithMouse:	Open Inventory with {0}||or click on the portrait	Откройте инвентарь с помощью {0}||или нажмите на портрет
#Vignette:	Vignette	Описание
#ApplyChangesQuestion:	Apply Changes?	Применить изменения?
#Apply:	Apply	Применить
#Discard:	Discard	Сбросить
#Screenshot:	Screenshot	Снимок экрана
#Memory:	Memory	Память
#Symbiont:	Symbiont	Симбионт
#BodyArmor:	Body Armor	Бронежилет
#InventoryItems:	Items	Предметы
#InventoryMemory:	Mind	Разум
#InventoryQuestItems:	Quests	Задания
#InventoryResources:	Resources	Ресурсы
#LearnedAbility:	Learned Ability	Изученный навык
#QuestsFinishedWindow:	Finished	Выполненные задания
#QuestsCurrentWindow:	Quests	Задания
#QuestGetItem:	Get	Взять
#QuestReturnTo:	Location	Место
#QuestTravelToArea:	Location	Место
#ButtonPromptEnterCombatMode:	{0} Draw weapon	{0} Достать оружие
#ButtonPromptLeaveCombatMode:	{0} Holster weapon	{0} Спрятать оружие
#NoItemsToBreakApart:	No items to deconstruct	Нет предметов для разборки
#Equipped:	Equipped	Экипировано
#BreakEquippedItemApartQuestion:	Deconstruct equipped item?	Разобрать экипированный предмет?
#BreakItemApartConfirmation:	Deconstruct	Разобрать
#Create:	Create	Создать
#MeleeSpeedVerySlow:	Very slow	Очень медленно
#MeleeSpeedSlow:	Slow	Медленно
#MeleeSpeedNormal:	Normal	Нормально
#MeleeSpeedFast:	Fast	Быстро
#MeleeSpeedVeryFast:	Very fast	Очень быстро
#HealthOverTime:	Health	Здоровье
#IncreaseMaxHealth:	Max Health	Максимальное здоровье
#ItemCantBeDropped:	This item can't be dropped	Этот предмет нельзя выбросить
#Consumables:	Consumables	Расходные материалы
#OwnsTooManyAlready:	Max Item count reached	Достигнуто максимальное количество предметов
#AllActionsAtMerchant:	All Actions {0}  Buy / Sell {1}  Compare {2}  Toggle {3}  Close {4}	Все действия {0} Купить / Продать {1} Сверить {2} Переключить {3} Закрыть {4}
#TutorialNavigateToMainInventoryTabController:	Open Inventory {0}{1}	Открыть инвентарь {0}{1}
#Equipment:	Equipment	Экипировка
#NoEmptySpace:	No empty space	Нет свободного места
#HelpTextReadableItem:	Close {0} / {1}	Закрыть {0} / {1}
#CancelActionTextMouse:		
#CancelActionTextGamepad:	Cancel {0} / {1}	Отменить {0} / {1}
#CraftingResourceItem:	Crafting Resource	Ресурс для изготовления
#ItemPickUpAnimal:	Animal	Животное
#ItemSlotLabelBackImplant:	Back	Спина
#ItemSlotLabelOrganImplant:	Implant	Имплант
#NoReloadingBecauseNoRangedWeaponEquipped:	Can't reload:||No ranged weapon equipped	Невозможно перезарядить:||Не экипировано дальнобойное оружие
#CharacterCreationAssignPoints:	Increase {0} Decrease {1}	Увеличить {0} Уменьшить {1}
#Permadeath:	Permadeath	Окончательная смерть
#Enabled:	On	Вкл.
#Disabled:	Off	Выкл.
#ClassSelectionHint:	Assign now or later!	Распределите сейчас или позже!
#CannotWhileInCombat:	Cannot use this||while enemies are nearby	Нельзя использовать,||пока рядом враги
#DiscoveredItems:	Discovered items	Обнаружено предметов
#CharacterHelpingOtherCharacterAction:	Help	Помощь
#LocationMountainPass:	Mountain Pass	Горный перевал
#WorldMapRandomEncounter:	Anomaly	Аномалия
#Unexplored:	Unexplored	Не узучено
#Reputation:	Reputation	Репутация
#Enclaves:	Human Enclaves	Анклавы людей
#FleshTitans:	Flesh Titans	Титаны из плоти
#MachineGod:	Machine God	Машинный бог
#MachineGodDescription:	It is alone. It is many. It watches everyone.	Одинокий. Безграничный. Всевидящий.
#FleshTitansDescription:	Cosmic beings of different, eccentric personalities.	Космические создания с различными, чудаковатыми характерами.
#EnclavesDescription:	The last bits of civilization on Nexus. Human settlements, barred off from the wasteland.	Последние осколки цивилизации на Нексусе. Человеческие поселения, отгородившиеся от пустоши. 
#WorldMapRandomEncounterAnomaly:	Anomaly	Аномалия
#WorldMapRandomEncounterNotice:	Encounter	Случайная встреча
#DialogueHiddenText:	Requirement not met	Требования не выполнены
#DialogueZoomAlwaysZoom:	Always	Всегда
#TutorialMiniMap:	Use {0} to get a rough map of the area, including exits.	Нажмите {0}, чтобы получить грубую карту местности с отмеченными выходами.
#ContainerStealing:	Stealing	Воровство
#MouseInputInCombat:	Mouse Input in Combat	Поведение мыши в бою
#Resolution:	Resolution	Разрешение
#Display:	Display	Отображение
#ScreenMode:	Screen mode	Режим экрана
#ExclusiveFullScreen:	Fullscreen Classic	Полный экран
#FullScreenWindow:	Fullscreen Window	В окне без рамки
#Windowed:	Windowed	В окне
#ResetAllToDefault:	Reset all to default	Сбросить все по умолчанию
#DeleteOrResetEntry:	Delete entry {0}||Reset entry {1}	Удалить запись {0}||Сбросить запись {1}
#UseActionBarFive:	Action Bar 5	Панель действий 5
#UseActionBarSix:	Action Bar 6	Панель действий 6
#UseActionBarSeven:	Action Bar 7	Панель действий 7
#UseActionBarEight:	Action Bar 8	Панель действий 8
#ToggleMeleeAndRanged:	Switch Melee and Ranged	Переключение ближнего и дальнего боя
#AttackModeContext:	Manual Melee Attack Mode	Принудительный ближний удар
#Bindings:	Input Bindings	Назначение клавиш
#HighlightAllObjectsMode:	Highlight all objects	Подсветить все объекты
#Text:	Text	Текст
#MerchantBuyBack:	Buy back	Выкупить
#CannotBeSold:	Cannot be sold	Нельзя продать
#Emotion:	Emotion	Эмоция
#Sensation:	Sensation	Чувство
#MeleeBluntDescription:	Proficiency with melee weapons like clubs. Increases damage.	Способность владения холодным оружием, например дубинками. Увеличивает урон.
#NoMiniMapForThisLevel:	No map available for this area	Карта этой местности недоступна
#WorldMapRandomEncounterPatrol:	Encounter	Случайная встреча
#EarlyAccessDisclaimer:	This game is unfinished and being worked on.||||Save games will be compatible with new versions but we cannot guarantee this for the 1.0 release of the game due to possible quest progress and balancing issues.||||<color=#FFA68B> Press any key or button to start </color>	Эта игра незакончена и над ней ведутся работы.||||Сохраненные игры будут совместимы с новыми версиями, но мы не можем гарантировать это для версии 1.0 из-за возможного прогресса квестов и проблем с балансировкой.||||<color=# FFA68B> Нажмите любую клавишу или кнопку, чтобы начать </color>
#ElapsedTime:	Gameplay time	Времени в игре
#Continued:	continued	продолжить
#WillHealPointsOfHealthOverTime:	Will heal {0} health over time.	Со временем восстановит {0} здоровья.
#HasUsedCheats:	Used cheats	Используемые читы
#AskActivateCheats:	Execute and activate cheats?	Запустить и активировать читы?
#AskActivateCheatsDescription:	Activating cheats will mark the current savegame.	Активация читов пометит текущую сохраненную игру.
#Activate:	Activate	Активировать
#CannotUseWhileCombatModeIsDisabled:	Cannot use while combat mode is disabled	Невозможно использовать, пока отключён боевой режим
#Saving:	SAVING	СОХРАНЕНИЕ
#CharacterNameUnknown:	???	???
#CharacterNameUnimportant:	Stranger	Незнакомец
#Resources:	Resources	Ресурсы
#Items:	Items	Предметы
#ControllerPromptsPlayerOne:	Controller Glyphs	Символы контроллера
#ControllerPromptsPlayerTwo:	Controller Glyphs Pl. 2	Символы контроллера Игрок 2
#DialogueZoomNeverZoom:	Never	Никогда
#DialogueZoom:	Zoom while in dialogue	Увеличивать только в диалогах
#Animalism:	Animalism	Дрессировка
#LanguageOverride:	Hotkey Language Override	Переопределение языка горячих клавиш
#EquipmentEquipped:	Equipped	Экипировано
#EquipmentSame:	Same	То же самое
#VSync:	VSync (Default)	Вертикальная синхронизация (по умолчанию)
#WorldMapFoundItems:	Found something	Ви что-то нашли
#ItemMissing:	Item missing	Предмет отсутствует
#TutorialStealthUseToggle:	Toggle [0]{0}||with {1}||	Переключите [0]{0}||с помощью {1}||
#BindingsSecondPlayer:	Input Bindings||Player 2	Назначение клавиш||второго игрока
#MapLoading:	Gathering knowledge...	Собираем знания...
#WaitingOnOtherPlayer:	Waiting on other player...	Ждём другого игрока...
#AskActivateCheatsWarnAchievementsDescription:	Activating cheats will mark the current savegame for not getting Achievements.	Активация читов пометит текущую сохраненную игру, и не даст разблокировать достижения.
#GamepadVibrationIfAvailable:	Controller Vibration (if available)	Вибрация контроллера (при наличии)
